gender,age,type,collection,id,time,date,number,report,# words,Emotions,# Emotions,TSNE_x,TSNE_y,PCA_x,PCA_y,Kmean_Cluster_6,Kmean Cluster_2,2W_SA_label,2W_SA_score,6W_SA_dict
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0145,"I got up from bed to go to class. I found myself climbing up a hill with some fraternity brothers. We were looking for a place to go to eat breakfast. One guy told me we were going over to my roommate's house to eat. I said, ""Do they serve meals?"" Then I remembered that they had the best meals in town. I was in a car riding through a forest. With me there a few other guys my age. We saw a bear along side of the river which ran close to the road. I said look at the bear, It was probably washed up by the flood. Went on further, and I saw a pheasant. I said look at that pheasant and what's that behind it? It looks like a chicken hawk. The chicken hawk was sneaking up on the pheasant. As we went on I saw more pheasants. Before we got on to the main road leading to town, we stopped the car in order that some of the guys could get completely dressed. It irritated me that they didn't finish dressing before we left the house to go to eat.",220,AN,1,-4.493675,-21.912611,-1.6181408,-1.4744016,2,1,NEGATIVE,0.9893307685852051,"[[{'label': 'sadness', 'score': 0.0006889865617267787}, {'label': 'joy', 'score': 0.0006275604828260839}, {'label': 'love', 'score': 0.00023231323575600982}, {'label': 'anger', 'score': 0.997223973274231}, {'label': 'fear', 'score': 0.001036788453347981}, {'label': 'surprise', 'score': 0.00019042508210986853}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0146,"My mother, father and fiancee went with me on a fishing trip. We stayed at a very old house somewhere in Kentucky. The house was half over water and was owned by hicks. We went fishing by tying strings around our finger and used pickles as bait. I caught a large catfish. The hicks told us the fishing was good because they made pickles and stored them in their basement which was in the water. The fish were attracted by the smell or flavor of the pickles and always stayed near the house.",101,Missing,0,-3.0089664,-29.267962,-1.2531139,-1.3947842,2,1,POSITIVE,0.9966621398925781,"[[{'label': 'sadness', 'score': 0.006834069732576609}, {'label': 'joy', 'score': 0.5004215240478516}, {'label': 'love', 'score': 0.1014217808842659}, {'label': 'anger', 'score': 0.16356271505355835}, {'label': 'fear', 'score': 0.19335608184337616}, {'label': 'surprise', 'score': 0.034403782337903976}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0147,"I was on a bike near a small concrete bridge. Someone else was with me. It might have been my fiancee, but I cannot be sure. A group of bicycle riders went past me. I got on my bike and began riding at the end of the group. We rode across the bridge and up a narrow path which wound around a small conical shaped mountain. As we rode I noticed the water which had been in the river was rising upward as we rose higher and had changed into an ocean surrounding the mountain or pinnacle. No fears or emotions seemed to accompany this strange phenomena.",117,Missing,0,1.5406154,-17.964201,0.020981373,-1.7545995,2,0,POSITIVE,0.878309428691864,"[[{'label': 'sadness', 'score': 0.0008634212426841259}, {'label': 'joy', 'score': 0.0007868669927120209}, {'label': 'love', 'score': 0.00035000222851522267}, {'label': 'anger', 'score': 0.001139750936999917}, {'label': 'fear', 'score': 0.9624402523040771}, {'label': 'surprise', 'score': 0.0344197154045105}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0148,"I was standing on one bank of a river looking at a structure on the other side. The structure was in the general shape of a barn, but was of a light cream color and of a modern design. Suddenly I was on the barn side of the river and was watching a little girl who had swallowed a nail. (Her body and features were that of a small girl, but somehow she seemed to be older.) Her brother was there and was going to use a small suction pump to remove the nail from her stomach. He attached the suction pump on her mouth and played an organ while the pump was working. (I was not conscious of any sounds however.) The little girl fainted (or something similar) and the nail fell to the ground. (We were standing ankle deep in water all this time.) I was shocked when the nail fell into the water onto the ground and I stared at the nail for some time.",188,CO,1,12.728719,-2.7081993,1.5768692,-1.2050714,5,0,NEGATIVE,0.9933799505233765,"[[{'label': 'sadness', 'score': 0.001312323147431016}, {'label': 'joy', 'score': 0.0018830528715625405}, {'label': 'love', 'score': 0.0009433339582756162}, {'label': 'anger', 'score': 0.002336466684937477}, {'label': 'fear', 'score': 0.05605028569698334}, {'label': 'surprise', 'score': 0.9374744892120361}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0149,I was in our attic with one unidentified male companion. There was a large box full of coal which was supposedly a furnace of some sort. I raked over the coals with a long pool bridge to see if I could start a fire. (Had played pool recently). The fire started and began to flame very high (was not conscious of heat). Flames were somewhat confined by cardboard which didn't seem to burn. When flames reached ceiling we looked for fire extinguisher. Male companion get extinguisher which was hanging up in rafters; got it by climbing up in rafters; handed it down to me (hose type extinguisher). Extinguisher was leaking fluid and we weren't sure we could use it to put out fire. Was not panicky due to fire; didn't seem important after we got the extinguisher.,159,Missing,0,-3.6261957,-5.9389043,-0.26189643,-0.40493897,2,1,NEGATIVE,0.9963603615760803,"[[{'label': 'sadness', 'score': 0.002082063350826502}, {'label': 'joy', 'score': 0.011856675148010254}, {'label': 'love', 'score': 0.000395030714571476}, {'label': 'anger', 'score': 0.013284297659993172}, {'label': 'fear', 'score': 0.9704715013504028}, {'label': 'surprise', 'score': 0.001910527003929019}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0150,I was carrying my three year old niece in my arms in a department store. The store seemed to be a woods part of the time. I stopped to look at a velvet cardboard with several diamond rings sticking in it. (like in jewelry stores) No one was around and I was tempted to steal one. I didn't though. I carried my niece up the stairs in the department store and when we got fairly high up I got dizzy on the stairs. I was afraid I would fall.,99,AP,1,15.175962,-29.626091,-1.0380127,-1.7099392,2,1,NEGATIVE,0.9915348291397095,"[[{'label': 'sadness', 'score': 0.000508344266563654}, {'label': 'joy', 'score': 0.0004037425387650728}, {'label': 'love', 'score': 0.0001731919328449294}, {'label': 'anger', 'score': 0.001621211413294077}, {'label': 'fear', 'score': 0.9964367151260376}, {'label': 'surprise', 'score': 0.0008567358599975705}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0151,"My father, brother (17) and I were traveling to Toledo (actually the road was to Buffalo) in our car. We stopped at the house of an acquaintance of my father's and looked in the window. A party was going on. We went in and were invited to stay. I started to flirt with some girls of my own age (strange to me) and sat down with one of them. She got up when I started to make love to her. Another girl (wearing nothing but an open vest and a skirt) sat down with me and flirted. I caressed her breasts.",119,Missing,0,4.4565463,-31.400642,-0.8097237,-1.7938492,2,1,POSITIVE,0.9965127110481262,"[[{'label': 'sadness', 'score': 0.0013421766925603151}, {'label': 'joy', 'score': 0.001323288306593895}, {'label': 'love', 'score': 0.004776190035045147}, {'label': 'anger', 'score': 0.03033279813826084}, {'label': 'fear', 'score': 0.864230215549469}, {'label': 'surprise', 'score': 0.09799538552761078}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0152,"I woke up in bed and had to go to the bathroom. The house was different than my house. It had rnodern furnishings as are in some movies and magazines. The bathroom door was ajar after I was ~.n it and I could see my brother through the door coming out of his room (14). When I closed the door the remaining two inches, it became solid instead of transparent. I could hear my parents talking to my brother, telling him to hurry up and clean the walks before the snow melted. When I went to my room there were many people in it including a radical standing on my bed making a speech. Someone chased the radical (young man) away.",135,Missing,0,10.268206,-26.017937,-0.29584634,-1.2903361,2,1,NEGATIVE,0.9780704379081726,"[[{'label': 'sadness', 'score': 0.003216233104467392}, {'label': 'joy', 'score': 0.010827270336449146}, {'label': 'love', 'score': 0.0007623833371326327}, {'label': 'anger', 'score': 0.8281799554824829}, {'label': 'fear', 'score': 0.15533238649368286}, {'label': 'surprise', 'score': 0.0016817618161439896}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0153,I was a spy in a house in which there seemed to be a party. I didn't know why I was spying. I sat on the edge of a chair in which a man was sitting and decided to pretend to be a woman. I flirted with him and then left for the bathroom. On the way through the kitchen I saw some coffee and yelled to the man to ask him if he wanted some coffee. The house was the one in which I lived as a child. I went to the bathroom and undress. A woman knocked at the door and asked for something. I handed it to her through the door (opened a crack). The man was about 26 and a stranger. I didn't see the bathroom door but I I felt that she was in her twenties and a stranger.,159,Missing,0,-5.299015,-35.58261,-3.632293,-1.0407579,4,1,NEGATIVE,0.9952852129936218,"[[{'label': 'sadness', 'score': 0.004176713991910219}, {'label': 'joy', 'score': 0.029625901952385902}, {'label': 'love', 'score': 0.005659660790115595}, {'label': 'anger', 'score': 0.7728992700576782}, {'label': 'fear', 'score': 0.18467465043067932}, {'label': 'surprise', 'score': 0.0029638384003192186}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0154,"I was walking around in a tough neighborhood with a group of friends (fraternity brother). As I walked I picked up heavy sticks until in my right hand I carried a large knife and five sticks. We crossed several individuals who looked as if they wanted a fight. We met a group of boy scouts (men of all ages) and passed them. Suddenly I seemed to realize that, the boy scouts were actually enemy soldiers invading us. I rushed back, alone, to warn our army and found that they had surrounded the enemy. We were on a group of hills around the enemy in the plain. I took a gun and started to shoot. The countryside turned into a large machine like a tank. We were on a raised portion of it and the enemy were sitting in a large section in the middle of it. After we had fired at them, we jumped down and to our surprise were captured by the enemy who were still alive. Then as an onlooker I watched loaded airplanes fly out of the machine to attack the country.",205,Missing,0,-9.330414,-42.5741,-5.964339,-0.64698756,4,1,NEGATIVE,0.995119571685791,"[[{'label': 'sadness', 'score': 0.003647326026111841}, {'label': 'joy', 'score': 0.009454835206270218}, {'label': 'love', 'score': 0.00109628785867244}, {'label': 'anger', 'score': 0.3716639578342438}, {'label': 'fear', 'score': 0.6114521622657776}, {'label': 'surprise', 'score': 0.0026854202151298523}]]"
M,Y,set,Hall/VdC Norms: Male,norms-m,1940s-1950s,Missing,0155,"I was in a basement of a strange house with a 18-year-old girl whom I date occasionally. One of my fraternity brothers (some year as I am) and I were locking all the doors. I was going to sleep with the girl that night while my frat brother kept guard. Then the scene switched. Instead of sleeping in the basement we were going to sleep in a cabin on top of a 30 foot pole in the middle of a field. (The field was one in which I played football as a young child.) We climbed up a large ladder, carrying blankets to the cabin. Several other people were on the ground, watching (strangers). The girl fell to the ground from about 20 feet up the ladder and was unhurt. I remarked that, she must very athletic as she didn't get killed.",162,Missing,0,10.7531805,-10.596215,1.8974271,-1.0390797,5,0,POSITIVE,0.9571648240089417,"[[{'label': 'sadness', 'score': 0.0005829145666211843}, {'label': 'joy', 'score': 0.0007145492709241807}, {'label': 'love', 'score': 0.00017151031352113932}, {'label': 'anger', 'score': 0.0028883081395179033}, {'label': 'fear', 'score': 0.9896472096443176}, {'label': 'surprise', 'score': 0.005995487794280052}]]"
